"subj"	"expt"	"item"	"cond"	"roi"	"word"	"region"	"rt"
"92"	1	"practice"	5	"-"	"15"	"Wohnung"	"-"	489
"93"	1	"practice"	5	"-"	"16"	"bitten,"	"-"	412
"94"	1	"practice"	5	"-"	"17"	"was"	"-"	428
"95"	1	"practice"	5	"-"	"18"	"diesem"	"-"	404
"96"	1	"practice"	5	"-"	"19"	"jedoch"	"-"	400
"97"	1	"practice"	5	"-"	"20"	"gar"	"-"	371
"98"	1	"practice"	5	"-"	"21"	"nicht"	"-"	420
"99"	1	"practice"	5	"-"	"22"	"Recht"	"-"	599
"100"	1	"practice"	5	"-"	"23"	"war."	"-"	392
"101"	1	"practice"	5	"-"	"?"	"Y"	"1"	2281
"102"	1	"practice"	6	"-"	"0"	"Weil"	"-"	567
"103"	1	"practice"	6	"-"	"1"	"die"	"-"	429
"104"	1	"practice"	6	"-"	"2"	"alte"	"-"	473
"105"	1	"practice"	6	"-"	"3"	"Angorakatze"	"-"	1217
"106"	1	"practice"	6	"-"	"4"	"immer"	"-"	424
"107"	1	"practice"	6	"-"	"5"	"wieder"	"-"	453
"108"	1	"practice"	6	"-"	"6"	"eklige"	"-"	417
"109"	1	"practice"	6	"-"	"7"	"Mäusekadaver"	"-"	713
"110"	1	"practice"	6	"-"	"8"	"aus"	"-"	425
"111"	1	"practice"	6	"-"	"9"	"der_nahegelegenen_Mülldeponie"	"-"	1152
"112"	1	"practice"	6	"-"	"10"	"anschleppte,"	"-"	603
"113"	1	"practice"	6	"-"	"11"	"sperrte"	"-"	469
"114"	1	"practice"	6	"-"	"12"	"der_rüstige_Rentner"	"-"	1388
"115"	1	"practice"	6	"-"	"13"	"sie"	"-"	473
"116"	1	"practice"	6	"-"	"14"	"in"	"-"	408
"117"	1	"practice"	6	"-"	"15"	"den"	"-"	372
"118"	1	"practice"	6	"-"	"16"	"Keller."	"-"	490
"119"	1	"practice"	6	"-"	"?"	"N"	"1"	1924
"120"	1	"filler"	38	"-"	"0"	"Dass"	"-"	628
"121"	1	"filler"	38	"-"	"1"	"der"	"-"	441
"122"	1	"filler"	38	"-"	"2"	"Buchhalter"	"-"	490
"123"	1	"filler"	38	"-"	"3"	"den"	"-"	465
"124"	1	"filler"	38	"-"	"4"	"Betrug"	"-"	417
"125"	1	"filler"	38	"-"	"5"	"verheimlicht,"	"-"	514
"126"	1	"filler"	38	"-"	"6"	"hat"	"-"	457
"127"	1	"filler"	38	"-"	"7"	"der"	"-"	421
"128"	1	"filler"	38	"-"	"8"	"eifrige"	"-"	1160
"129"	1	"filler"	38	"-"	"9"	"Inspektor"	"-"	429
"130"	1	"filler"	38	"-"	"10"	"festgestellt,"	"-"	660
"131"	1	"filler"	38	"-"	"11"	"als"	"-"	595
"132"	1	"filler"	38	"-"	"12"	"er"	"-"	823
"133"	1	"filler"	38	"-"	"13"	"die"	"-"	409
"134"	1	"filler"	38	"-"	"14"	"Akten"	"-"	547
"135"	1	"filler"	38	"-"	"15"	"überprüfte."	"-"	583
"136"	1	"LKrep"	14	"b"	"0"	"Weil"	"-"	660
"137"	1	"LKrep"	14	"b"	"1"	"der"	"-"	550
"138"	1	"LKrep"	14	"b"	"2"	"Landtag"	"-"	1115
"139"	1	"LKrep"	14	"b"	"3"	"dem_kleinen_Betrieb"	"npdat"	1131
"140"	1	"LKrep"	14	"b"	"4"	"des_ehemaligen_Zonenrandgebiets"	"npgen"	3277
"141"	1	"LKrep"	14	"b"	"5"	"den_Zuschuss"	"subordnp"	668
"142"	1	"LKrep"	14	"b"	"6"	"bewilligte,"	"subordverb"	631
"143"	1	"LKrep"	14	"b"	"7"	"hat"	"-"	566
"144"	1	"LKrep"	14	"b"	"8"	"der_Direktor,"	"npsubj"	627
"145"	1	"LKrep"	14	"b"	"9"	"der"	"-"	668
"146"	1	"LKrep"	14	"b"	"10"	"nach"	"p"	648
"147"	1	"LKrep"	14	"b"	"11"	"langwierigem_Aushandeln"	"pp1"	1440
"148"	1	"LKrep"	14	"b"	"12"	"des_schwierigen_Vertrags"	"pp2"	2391
"149"	1	"LKrep"	14	"b"	"13"	"den_Auftrag"	"npacc"	583
"150"	1	"LKrep"	14	"b"	"14"	"eingebracht_hat,"	"verb"	599
"151"	1	"LKrep"	14	"b"	"15"	"Arbeitsplätze"	"verb1"	587
"152"	1	"LKrep"	14	"b"	"16"	"gesichert."	"verb2"	522
"153"	1	"filler"	18	"-"	"0"	"Der"	"-"	734
"154"	1	"filler"	18	"-"	"1"	"Diplomat"	"-"	721
"155"	1	"filler"	18	"-"	"2"	"überarbeitet"	"-"	831
"156"	1	"filler"	18	"-"	"3"	"den"	"-"	693
"157"	1	"filler"	18	"-"	"4"	"Vorschlag,"	"-"	555
"158"	1	"filler"	18	"-"	"5"	"hat"	"-"	1302
"159"	1	"filler"	18	"-"	"6"	"der"	"-"	811
"160"	1	"filler"	18	"-"	"7"	"verärgerte"	"-"	689
"161"	1	"filler"	18	"-"	"8"	"Minister"	"-"	652
"162"	1	"filler"	18	"-"	"9"	"angekündigt,"	"-"	660
"163"	1	"filler"	18	"-"	"10"	"nachdem"	"-"	1026
"164"	1	"filler"	18	"-"	"11"	"die"	"-"	624
"165"	1	"filler"	18	"-"	"12"	"Verhandlungen"	"-"	579
"166"	1	"filler"	18	"-"	"13"	"gescheitert"	"-"	571
"167"	1	"filler"	18	"-"	"14"	"waren."	"-"	530
"168"	1	"filler"	18	"-"	"?"	"N"	"1"	2095
"169"	1	"LKrep"	19	"c"	"0"	"Obgleich"	"-"	684
"170"	1	"LKrep"	19	"c"	"1"	"der"	"-"	506
"171"	1	"LKrep"	19	"c"	"2"	"Manager"	"-"	530
"172"	1	"LKrep"	19	"c"	"3"	"nach"	"-"	457
"173"	1	"LKrep"	19	"c"	"4"	"genauer_Überprüfung"	"pp1"	1465
"174"	1	"LKrep"	19	"c"	"5"	"des_detaillierten_Angebots"	"pp2"	1586
"175"	1	"LKrep"	19	"c"	"6"	"den_Zweifel"	"-"	652
"176"	1	"LKrep"	19	"c"	"7"	"anmeldete,"	"subordverb"	518
"177"	1	"LKrep"	19	"c"	"8"	"hat"	"-"	546
"178"	1	"LKrep"	19	"c"	"9"	"der_Filialleiter,"	"npsubj"	798
"179"	1	"LKrep"	19	"c"	"10"	"der"	"-"	518
"180"	1	"LKrep"	19	"c"	"11"	"dem_dynamischen_Vertreter"	"npdat"	1424
"181"	1	"LKrep"	19	"c"	"12"	"des_kleinen_Unternehmens"	"npgen"	1066
"182"	1	"LKrep"	19	"c"	"13"	"den_Auftrag"	"npacc"	717
"183"	1	"LKrep"	19	"c"	"14"	"vergeben_hat,"	"verb"	977
"184"	1	"LKrep"	19	"c"	"15"	"die_Firma"	"verb1"	717
"185"	1	"LKrep"	19	"c"	"16"	"ruiniert."	"verb2"	725
"186"	1	"filler"	46	"-"	"0"	"Der"	"-"	563
"187"	1	"filler"	46	"-"	"1"	"Gast"	"-"	502
"188"	1	"filler"	46	"-"	"2"	"genießt"	"-"	514
"189"	1	"filler"	46	"-"	"3"	"den"	"-"	470
"190"	1	"filler"	46	"-"	"4"	"Hauptgang,"	"-"	534
"191"	1	"filler"	46	"-"	"5"	"hat"	"-"	417
"192"	1	"filler"	46	"-"	"6"	"der"	"-"	1091
"193"	1	"filler"	46	"-"	"7"	"erfahrene"	"-"	466
"194"	1	"filler"	46	"-"	"8"	"Kellner"	"-"	470
"195"	1	"filler"	46	"-"	"9"	"erkannt,"	"-"	461
"196"	1	"filler"	46	"-"	"10"	"als"	"-"	514
"197"	1	"filler"	46	"-"	"11"	"er"	"-"	466
"198"	1	"filler"	46	"-"	"12"	"das"	"-"	466
"199"	1	"filler"	46	"-"	"13"	"laute"	"-"	457
"200"	1	"filler"	46	"-"	"14"	"Schmatzen"	"-"	644
"201"	1	"filler"	46	"-"	"15"	"hörte."	"-"	518
"202"	1	"LKrep"	21	"a"	"0"	"Weil"	"-"	530
"203"	1	"LKrep"	21	"a"	"1"	"der"	"-"	526
"204"	1	"LKrep"	21	"a"	"2"	"Pächter"	"-"	546
"205"	1	"LKrep"	21	"a"	"3"	"zur"	"p"	664
"206"	1	"LKrep"	21	"a"	"4"	"sofortigen_Behebung"	"pp1"	855
"207"	1	"LKrep"	21	"a"	"5"	"des_offensichtlichen_Notstands"	"pp2"	1408
"208"	1	"LKrep"	21	"a"	"6"	"dem_frierenden_Bewohner"	"npdat"	1395
"209"	1	"LKrep"	21	"a"	"7"	"des_eingestürzten_Hochhauses"	"npgen"	1501
"210"	1	"LKrep"	21	"a"	"8"	"den_Beistand"	"-"	757
"211"	1	"LKrep"	21	"a"	"9"	"leistete,"	"subordverb"	587
"212"	1	"LKrep"	21	"a"	"10"	"hat"	"-"	489
"213"	1	"LKrep"	21	"a"	"11"	"der_Vermieter,"	"npsubj"	570
"214"	1	"LKrep"	21	"a"	"12"	"der"	"-"	461
"215"	1	"LKrep"	21	"a"	"13"	"den_Schuppen"	"npacc"	953
"216"	1	"LKrep"	21	"a"	"14"	"aufgeschlossen_hat,"	"verb"	1078
"217"	1	"LKrep"	21	"a"	"15"	"die_Not"	"-"	497
"218"	1	"LKrep"	21	"a"	"16"	"gelindert."	"verb2"	449
"219"	1	"filler"	30	"-"	"0"	"Durch"	"-"	543
"220"	1	"filler"	30	"-"	"1"	"gezieltes"	"-"	563
"221"	1	"filler"	30	"-"	"2"	"Renovieren"	"-"	530
"222"	1	"filler"	30	"-"	"3"	"des"	"-"	620
"223"	1	"filler"	30	"-"	"4"	"blaugestrichenen"	"-"	794
"224"	1	"filler"	30	"-"	"5"	"Bads"	"-"	583
"225"	1	"filler"	30	"-"	"6"	"konnte"	"-"	677
"226"	1	"filler"	30	"-"	"7"	"der"	"-"	486
"227"	1	"filler"	30	"-"	"8"	"Handwerker"	"-"	1185
"228"	1	"filler"	30	"-"	"9"	"der_Wohnung"	"-"	924
"229"	1	"filler"	30	"-"	"10"	"des_Pensionärs"	"-"	1225
"230"	1	"filler"	30	"-"	"11"	"neuen"	"-"	469
"231"	1	"filler"	30	"-"	"12"	"Glanz"	"-"	990
"232"	1	"filler"	30	"-"	"13"	"verleihen."	"-"	522
"233"	1	"LKrep"	23	"c"	"0"	"Nachdem"	"-"	766
"234"	1	"LKrep"	23	"c"	"1"	"der"	"-"	575
"235"	1	"LKrep"	23	"c"	"2"	"Passant"	"-"	579
"236"	1	"LKrep"	23	"c"	"3"	"trotz"	"p"	640
"237"	1	"LKrep"	23	"c"	"4"	"anfänglichem_Bestreiten"	"pp1"	2935
"238"	1	"LKrep"	23	"c"	"5"	"des_peinlichen_Vorfalls"	"-"	1245
"239"	1	"LKrep"	23	"c"	"6"	"den_Sachverhalt"	"subordnp"	794
"240"	1	"LKrep"	23	"c"	"7"	"schilderte,"	"subordverb"	562
"241"	1	"LKrep"	23	"c"	"8"	"hat"	"-"	497
"242"	1	"LKrep"	23	"c"	"9"	"der_Autofahrer,"	"npsubj"	469
"243"	1	"LKrep"	23	"c"	"10"	"der"	"-"	505
"244"	1	"LKrep"	23	"c"	"11"	"dem_jungen_Beamten"	"npdat"	1395
"245"	1	"LKrep"	23	"c"	"12"	"des_herbeigerufenen_Streifenwagens"	"npgen"	1285
"246"	1	"LKrep"	23	"c"	"13"	"den_Ausweis"	"npacc"	615
"247"	1	"LKrep"	23	"c"	"14"	"vorgezeigt_hat,"	"verb"	725
"248"	1	"LKrep"	23	"c"	"15"	"eine_Blutprobe"	"verb1"	664
"249"	1	"LKrep"	23	"c"	"16"	"abgegeben."	"verb2"	465
"250"	1	"filler"	12	"-"	"0"	"Dass"	"-"	457
"251"	1	"filler"	12	"-"	"1"	"der_Neubau"	"-"	2493
"252"	1	"filler"	12	"-"	"2"	"den_Vorort"	"-"	807
"253"	1	"filler"	12	"-"	"3"	"verschandelt,"	"-"	1697
"254"	1	"filler"	12	"-"	"4"	"hat"	"-"	453
"255"	1	"filler"	12	"-"	"5"	"der_anwesende_Architekt"	"-"	3184
"256"	1	"filler"	12	"-"	"6"	"gemeint,"	"-"	608
"257"	1	"filler"	12	"-"	"7"	"als"	"-"	502
"258"	1	"filler"	12	"-"	"8"	"die"	"-"	372
"259"	1	"filler"	12	"-"	"9"	"Einweihungsfeier"	"-"	701
"260"	1	"filler"	12	"-"	"10"	"zu"	"-"	380
"261"	1	"filler"	12	"-"	"11"	"Ende"	"-"	380
"262"	1	"filler"	12	"-"	"12"	"war."	"-"	340
"263"	1	"filler"	12	"-"	"?"	"N"	"0"	2282
"264"	1	"filler"	13	"-"	"0"	"Dass"	"-"	596
"265"	1	"filler"	13	"-"	"1"	"der_Verdächtige"	"-"	774
"266"	1	"filler"	13	"-"	"2"	"den_Sachverhalt"	"-"	758
"267"	1	"filler"	13	"-"	"3"	"bestreitet,"	"-"	567
"268"	1	"filler"	13	"-"	"4"	"hat"	"-"	502
"269"	1	"filler"	13	"-"	"5"	"der_eifrige_Reporter"	"-"	2823
"270"	1	"filler"	13	"-"	"6"	"berichtet,"	"-"	579
"271"	1	"filler"	13	"-"	"7"	"nachdem"	"-"	522
"272"	1	"filler"	13	"-"	"8"	"er"	"-"	490
"273"	1	"filler"	13	"-"	"9"	"mit"	"-"	384
"274"	1	"filler"	13	"-"	"10"	"dem"	"-"	652
"275"	1	"filler"	13	"-"	"11"	"Anwalt"	"-"	502
"276"	1	"filler"	13	"-"	"12"	"gesprochen"	"-"	482
"277"	1	"filler"	13	"-"	"13"	"hatte."	"-"	400
"278"	1	"filler"	13	"-"	"?"	"Y"	"1"	1660
"279"	1	"filler"	47	"-"	"0"	"Der"	"-"	498
"280"	1	"filler"	47	"-"	"1"	"Sanitäter"	"-"	563
"281"	1	"filler"	47	"-"	"2"	"kann"	"-"	401
"282"	1	"filler"	47	"-"	"3"	"vor"	"-"	381
"283"	1	"filler"	47	"-"	"4"	"Angst"	"-"	474
"284"	1	"filler"	47	"-"	"5"	"erblasst"	"-"	417
"285"	1	"filler"	47	"-"	"6"	"sein,"	"-"	401
"286"	1	"filler"	47	"-"	"7"	"weil"	"-"	454
"287"	1	"filler"	47	"-"	"8"	"der"	"-"	401
"288"	1	"filler"	47	"-"	"9"	"Unfall"	"-"	490
"289"	1	"filler"	47	"-"	"10"	"schlimm"	"-"	409
"290"	1	"filler"	47	"-"	"11"	"war."	"-"	437
"291"	1	"filler"	14	"-"	"0"	"Dass"	"-"	450
"292"	1	"filler"	14	"-"	"1"	"der_Ausschuss"	"-"	986
"293"	1	"filler"	14	"-"	"2"	"den_Bericht"	"-"	648
"294"	1	"filler"	14	"-"	"3"	"verfasst,"	"-"	620
"295"	1	"filler"	14	"-"	"4"	"hat"	"-"	604
"296"	1	"filler"	14	"-"	"5"	"der_korrupte_Politiker"	"-"	2026
"297"	1	"filler"	14	"-"	"6"	"erklärt,"	"-"	973
"298"	1	"filler"	14	"-"	"7"	"während"	"-"	652
"299"	1	"filler"	14	"-"	"8"	"die"	"-"	555
"300"	1	"filler"	14	"-"	"9"	"Pressekonferenz"	"-"	693
"301"	1	"filler"	14	"-"	"10"	"stattfand."	"-"	648
"302"	1	"filler"	14	"-"	"?"	"N"	"0"	4716
"303"	1	"LKrep"	4	"d"	"0"	"Weil"	"-"	925
"304"	1	"LKrep"	4	"d"	"1"	"der"	"-"	457
"305"	1	"LKrep"	4	"d"	"2"	"Stadtrat"	"-"	412
"306"	1	"LKrep"	4	"d"	"3"	"den_Antrag"	"subordnp"	400
"307"	1	"LKrep"	4	"d"	"4"	"ablehnte,"	"subordverb"	514
"308"	1	"LKrep"	4	"d"	"5"	"hat"	"-"	1607
"309"	1	"LKrep"	4	"d"	"6"	"der_Berater,"	"npsubj"	554
"310"	1	"LKrep"	4	"d"	"7"	"der"	"-"	506
"311"	1	"LKrep"	4	"d"	"8"	"nach"	"p"	376
"312"	1	"LKrep"	4	"d"	"9"	"stundenlanger_Erörterung"	"pp1"	1022
"313"	1	"LKrep"	4	"d"	"10"	"des_langen_Berichts"	"pp2"	891
"314"	1	"LKrep"	4	"d"	"11"	"dem_schmierigen_Politiker"	"npdat"	1083
"315"	1	"LKrep"	4	"d"	"12"	"des_kleinen_Ortes"	"npgen"	887
"316"	1	"LKrep"	4	"d"	"13"	"den_Finanzplan"	"npacc"	717
"317"	1	"LKrep"	4	"d"	"14"	"präsentiert_hat,"	"verb"	546
"318"	1	"LKrep"	4	"d"	"15"	"die_Krise"	"verb1"	469
"319"	1	"LKrep"	4	"d"	"16"	"entschärft."	"verb2"	453
"320"	1	"LKrep"	4	"d"	"?"	"Y"	"1"	1746
"321"	1	"filler"	45	"-"	"0"	"Der"	"-"	840
"322"	1	"filler"	45	"-"	"1"	"Chirurg"	"-"	522
"323"	1	"filler"	45	"-"	"2"	"beherrscht"	"-"	648
"324"	1	"filler"	45	"-"	"3"	"den"	"-"	449
"325"	1	"filler"	45	"-"	"4"	"Eingriff,"	"-"	433
"326"	1	"filler"	45	"-"	"5"	"hat"	"-"	489
"327"	1	"filler"	45	"-"	"6"	"der"	"-"	876
"328"	1	"filler"	45	"-"	"7"	"junge"	"-"	388
"329"	1	"filler"	45	"-"	"8"	"Chefarzt"	"-"	384
"330"	1	"filler"	45	"-"	"9"	"gewusst,"	"-"	482
"331"	1	"filler"	45	"-"	"10"	"als"	"-"	392
"332"	1	"filler"	45	"-"	"11"	"er"	"-"	1181
"333"	1	"filler"	45	"-"	"12"	"den"	"-"	392
"334"	1	"filler"	45	"-"	"13"	"Patienten"	"-"	409
"335"	1	"filler"	45	"-"	"14"	"überwies."	"-"	400
"336"	1	"LKrep"	16	"d"	"0"	"Nachdem"	"-"	542
"337"	1	"LKrep"	16	"d"	"1"	"der"	"-"	416
"338"	1	"LKrep"	16	"d"	"2"	"Geizhals"	"-"	550
"339"	1	"LKrep"	16	"d"	"3"	"den_Schuppen"	"subordnp"	619
"340"	1	"LKrep"	16	"d"	"4"	"abriss,"	"subordverb"	481
"341"	1	"LKrep"	16	"d"	"5"	"hat"	"-"	416
"342"	1	"LKrep"	16	"d"	"6"	"der_Nachbar,"	"npsubj"	733
"343"	1	"LKrep"	16	"d"	"7"	"der"	"-"	664
"344"	1	"LKrep"	16	"d"	"8"	"ohne"	"p"	465
"345"	1	"LKrep"	16	"d"	"9"	"große_Beachtung"	"pp1"	664
"346"	1	"LKrep"	16	"d"	"10"	"des_kalten_Wetters"	"pp2"	1074
"347"	1	"LKrep"	16	"d"	"11"	"dem_frierenden_Stadtstreicher"	"npdat"	2001
"348"	1	"LKrep"	16	"d"	"12"	"des_armen_Vororts"	"npgen"	1375
"349"	1	"LKrep"	16	"d"	"13"	"den_Sommermantel"	"npacc"	818
"350"	1	"LKrep"	16	"d"	"14"	"geschenkt_hat,"	"verb"	506
"351"	1	"LKrep"	16	"d"	"15"	"Unruhe"	"verb1"	388
"352"	1	"LKrep"	16	"d"	"16"	"gestiftet."	"verb2"	457
"353"	1	"filler"	5	"-"	"0"	"Der"	"-"	457
"354"	1	"filler"	5	"-"	"1"	"Bergsteiger"	"-"	652
"355"	1	"filler"	5	"-"	"2"	"beschloss,"	"-"	570
"356"	1	"filler"	5	"-"	"3"	"auf"	"-"	424
"357"	1	"filler"	5	"-"	"4"	"Grund"	"-"	396
"358"	1	"filler"	5	"-"	"5"	"des"	"-"	404
"359"	1	"filler"	5	"-"	"6"	"schönen"	"-"	408
"360"	1	"filler"	5	"-"	"7"	"Wetters"	"-"	392
"361"	1	"filler"	5	"-"	"8"	"nicht"	"-"	424
"362"	1	"filler"	5	"-"	"9"	"zum"	"-"	375
"363"	1	"filler"	5	"-"	"10"	"Basislager"	"-"	505
"364"	1	"filler"	5	"-"	"11"	"zurückzukehren,"	"-"	375
"365"	1	"filler"	5	"-"	"12"	"sondern"	"-"	440
"366"	1	"filler"	5	"-"	"13"	"stattdessen"	"-"	465
"367"	1	"filler"	5	"-"	"14"	"den_gefährlichen_Gipfel"	"-"	830
"368"	1	"filler"	5	"-"	"15"	"der_Bergkette"	"-"	387
"369"	1	"filler"	5	"-"	"16"	"zu"	"-"	505
"370"	1	"filler"	5	"-"	"17"	"besteigen,"	"-"	538
"371"	1	"filler"	5	"-"	"18"	"was"	"-"	505
"372"	1	"filler"	5	"-"	"19"	"er"	"-"	404
"373"	1	"filler"	5	"-"	"20"	"aber"	"-"	408
"374"	1	"filler"	5	"-"	"21"	"bald"	"-"	371
"375"	1	"filler"	5	"-"	"22"	"bereuen"	"-"	404
"376"	1	"filler"	5	"-"	"23"	"sollte."	"-"	371
"377"	1	"filler"	5	"-"	"?"	"Y"	"1"	1906
"378"	1	"LKrep"	20	"d"	"0"	"Nachdem"	"-"	493
"379"	1	"LKrep"	20	"d"	"1"	"der"	"-"	473
"380"	1	"LKrep"	20	"d"	"2"	"Polizist"	"-"	420
"381"	1	"LKrep"	20	"d"	"3"	"den_Durchsuchungsbefehl"	"-"	1562
"382"	1	"LKrep"	20	"d"	"4"	"vorlegte,"	"subordverb"	550
"383"	1	"LKrep"	20	"d"	"5"	"hat"	"-"	449
"384"	1	"LKrep"	20	"d"	"6"	"der_Prokurist,"	"npsubj"	2025
"385"	1	"LKrep"	20	"d"	"7"	"der"	"-"	375
"386"	1	"LKrep"	20	"d"	"8"	"trotz"	"p"	420
"387"	1	"LKrep"	20	"d"	"9"	"sofortigen_Einspruches"	"pp1"	1371
"388"	1	"LKrep"	20	"d"	"10"	"des_gewitzten_Anwalts"	"pp2"	2395
"389"	1	"LKrep"	20	"d"	"11"	"dem_beharrlichen_Fahnder"	"npdat"	912
"390"	1	"LKrep"	20	"d"	"12"	"des_örtlichen_Finanzamts"	"npgen"	2228
